-----   Orbit start ------  ------- Electron keV --------   ----------------------------------- Protons keV ----------------------------
                               38-53           175-315         56-78          112-187         337-594         761-1220        1073-1802
YEAR MODAY HHMN DOY   SECS  Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed  Integ
2008  9 21 1015 265 36909 6.5e+07 1.2e+12 3.0e+06 3.7e+10 1.0e+08 4.0e+12 2.2e+06 2.5e+11 3.0e+05 -2.9e+11 8.4e+04 9.8e+09 2.2e+04 4.2e+09 227700
2008  9 24  140 268  6005 5.1e+07 1.2e+12 2.5e+06 3.7e+10 8.7e+07 4.0e+12 2.2e+06 2.5e+11 3.4e+05 -2.9e+11 8.6e+04 9.8e+09 2.1e+04 4.2e+09 228000
2008  9 26 1710 270 61808 6.3e+07 1.2e+12 3.2e+06 3.7e+10 1.1e+08 4.0e+12 2.3e+06 2.5e+11 2.9e+05 -2.9e+11 7.3e+04 9.8e+09 1.9e+04 4.2e+09 228300
2008  9 29  835 273 30907 7.0e+07 1.2e+12 3.3e+06 3.7e+10 1.2e+08 4.0e+12 2.5e+06 2.5e+11 3.2e+05 -2.9e+11 7.9e+04 9.8e+09 2.0e+04 4.2e+09 228000
2008 10  2    5 276   319 7.0e+07 1.2e+12 3.0e+06 3.7e+10 1.2e+08 4.0e+12 3.2e+06 2.5e+11 4.8e+05 -2.9e+11 1.3e+05 9.8e+09 3.5e+04 4.2e+09 226200
2008 10  4 1530 278 55807 1.5e+08 1.2e+12 4.7e+06 3.7e+10 2.2e+08 4.0e+12 8.4e+06 2.5e+11 1.7e+06 -2.9e+11 5.8e+05 9.8e+09 1.6e+05 4.2e+09 227100
2008 10  7  700 281 25209 1.0e+08 1.2e+12 4.0e+06 3.7e+10 2.2e+08 4.0e+12 3.8e+06 2.5e+11 6.4e+05 -2.9e+11 2.3e+05 9.8e+09 6.6e+04 4.2e+09 228300
2008 10  9 2225 283 80707 4.5e+07 1.2e+12 1.9e+06 3.7e+10 7.5e+07 4.1e+12 1.4e+06 2.5e+11 2.2e+05 -2.9e+11 6.3e+04 9.8e+09 1.8e+04 4.2e+09 228000
2008 10 12 1355 286 50105 3.9e+07 1.2e+12 1.8e+06 3.7e+10 7.3e+07 4.1e+12 1.3e+06 2.5e+11 1.6e+05 -2.9e+11 4.3e+04 9.8e+09 1.1e+04 4.2e+09 228300
2008 10 15  525 289 19504 8.7e+07 1.2e+12 5.0e+06 3.7e+10 1.5e+09 4.1e+12 1.9e+07 2.5e+11 4.7e+05 -2.9e+11 9.2e+04 9.8e+09 1.9e+04 4.2e+09 228300
2008 10 17 2055 291 75303 8.9e+07 1.2e+12 3.9e+06 3.7e+10 1.6e+08 4.1e+12 2.7e+06 2.5e+11 3.4e+05 -2.9e+11 8.6e+04 9.8e+09 2.2e+04 4.2e+09 222900
2008 10 20 1225 294 44702 4.2e+07 1.2e+12 1.9e+06 3.7e+10 7.5e+07 4.1e+12 1.3e+06 2.5e+11 1.6e+05 -2.9e+11 4.1e+04 9.8e+09 9.8e+03 4.2e+09 227400
2008 10 23  345 297 13505 3.7e+07 1.2e+12 1.5e+06 3.7e+10 1.2e+08 4.1e+12 1.2e+06 2.5e+11 1.3e+05 -2.9e+11 3.4e+04 9.8e+09 8.5e+03 4.2e+09 227700
2008 10 25 1915 299 69303 9.8e+07 1.2e+12 4.0e+06 3.7e+10 1.7e+08 4.1e+12 2.7e+06 2.5e+11 3.4e+05 -2.9e+11 8.7e+04 9.8e+09 2.2e+04 4.2e+09 228300
2008 10 28 1045 302 38702 1.1e+08 1.2e+12 4.7e+06 3.7e+10 2.0e+08 4.1e+12 3.4e+06 2.5e+11 4.4e+05 -2.9e+11 1.1e+05 9.8e+09 3.0e+04 4.2e+09 228000
2008 10 31  205 305  7503 1.1e+08 1.2e+12 4.6e+06 3.7e+10 5.3e+08 4.1e+12 2.7e+07 2.5e+11 1.1e+06 -2.9e+11 1.8e+05 9.8e+09 5.1e+04 4.2e+09 227400
2008 11  2 1740 307 63603 9.7e+07 1.2e+12 4.0e+06 3.7e+10 1.9e+08 4.1e+12 3.4e+06 2.5e+11 4.8e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228600
2008 11  5  905 310 32706 9.9e+07 1.2e+12 2.8e+06 3.7e+10 1.9e+08 4.1e+12 2.7e+06 2.5e+11 2.9e+05 -2.9e+11 7.8e+04 9.8e+09 2.0e+04 4.2e+09 227700
2008 11  8   30 313  1806 8.1e+07 1.2e+12 3.6e+06 3.7e+10 1.6e+08 4.1e+12 2.6e+06 2.5e+11 3.3e+05 -2.9e+11 8.3e+04 9.8e+09 2.3e+04 4.2e+09 227400
2008 11 10 1600 315 57605 5.7e+07 1.2e+12 2.4e+06 3.7e+10 1.4e+08 4.1e+12 2.3e+06 2.5e+11 2.2e+05 -2.9e+11 5.5e+04 9.8e+09 1.3e+04 4.2e+09 228000
2008 11 13  725 318 26706 6.4e+07 1.2e+12 2.8e+06 3.7e+10 1.4e+08 4.1e+12 2.7e+06 2.5e+11 2.9e+05 -2.9e+11 6.4e+04 9.8e+09 1.6e+04 4.2e+09 228000
2008 11 15 2255 320 82505 9.4e+07 1.2e+12 4.1e+06 3.7e+10 2.1e+08 4.1e+12 3.0e+06 2.5e+11 3.7e+05 -2.9e+11 9.6e+04 9.8e+09 2.3e+04 4.2e+09 227700
2008 11 18 1420 323 51607 9.3e+07 1.2e+12 3.8e+06 3.7e+10 2.0e+08 4.1e+12 2.7e+06 2.5e+11 3.2e+05 -2.9e+11 8.4e+04 9.8e+09 2.1e+04 4.2e+09 228000
2008 11 21  550 326 21006 3.3e+07 1.2e+12 1.5e+06 3.7e+10 7.2e+07 4.1e+12 1.1e+06 2.5e+11 1.3e+05 -2.9e+11 3.2e+04 9.8e+09 8.0e+03 4.2e+09 228300
2008 11 23 2115 328 76504 9.0e+07 1.2e+12 4.1e+06 3.7e+10 2.0e+08 4.1e+12 3.1e+06 2.5e+11 3.8e+05 -2.9e+11 9.1e+04 9.8e+09 2.3e+04 4.2e+09 228000
2008 11 26 1245 331 45903 7.6e+07 1.2e+12 3.4e+06 3.7e+10 3.0e+08 4.1e+12 2.2e+07 2.5e+11 1.5e+06 -2.9e+11 1.6e+05 9.8e+09 5.0e+04 4.2e+09 227100
2008 11 29  410 334 15003 5.6e+07 1.2e+12 2.5e+06 3.7e+10 1.4e+08 4.1e+12 2.9e+06 2.5e+11 4.0e+05 -2.9e+11 9.2e+04 9.8e+09 2.2e+04 4.2e+09 227700
2008 12  1 1940 336 70802 6.8e+07 1.2e+12 3.1e+06 3.7e+10 1.6e+08 4.1e+12 2.4e+06 2.5e+11 3.0e+05 -2.9e+11 7.5e+04 9.8e+09 1.9e+04 4.2e+09 228300
2008 12  4 1105 339 39907 9.0e+07 1.2e+12 3.9e+06 3.7e+10 2.0e+08 4.1e+12 3.0e+06 2.5e+11 3.6e+05 -2.9e+11 8.8e+04 9.8e+09 2.2e+04 4.2e+09 227700
2008 12  7  240 342  9603 7.6e+07 1.2e+12 2.9e+06 3.7e+10 1.6e+08 4.1e+12 2.1e+06 2.5e+11 2.4e+05 -2.9e+11 6.4e+04 9.8e+09 1.5e+04 4.2e+09 228600
2008 12  9 1805 344 65107 6.3e+07 1.2e+12 2.4e+06 3.7e+10 2.0e+08 4.1e+12 2.8e+06 2.5e+11 2.1e+05 -2.9e+11 5.2e+04 9.8e+09 1.3e+04 4.2e+09 227700
2008 12 12  930 347 34206 1.1e+08 1.2e+12 4.1e+06 3.7e+10 2.3e+08 4.1e+12 3.0e+06 2.5e+11 3.7e+05 -2.9e+11 9.5e+04 9.8e+09 2.4e+04 4.2e+09 228000
2008 12 15   55 350  3308 9.7e+07 1.2e+12 4.2e+06 3.7e+10 2.4e+08 4.1e+12 3.7e+06 2.5e+11 4.2e+05 -2.9e+11 9.5e+04 9.8e+09 2.5e+04 4.2e+09 228000
2008 12 17 1625 352 59105 4.0e+07 1.2e+12 1.6e+06 3.7e+10 8.9e+07 4.1e+12 1.2e+06 2.5e+11 1.4e+05 -2.9e+11 3.5e+04 9.8e+09 8.7e+03 4.2e+09 228300
2008 12 20  750 355 28206 7.1e+07 1.2e+12 2.1e+06 3.7e+10 1.1e+08 4.1e+12 1.3e+06 2.5e+11 1.9e+05 -2.9e+11 4.3e+04 9.8e+09 1.2e+04 4.2e+09 228000
2008 12 22 2320 357 84006 1.5e+08 1.2e+12 2.1e+06 3.7e+10 1.1e+08 4.1e+12 1.4e+06 2.5e+11 1.7e+05 -2.9e+11 4.5e+04 9.8e+09 1.1e+04 4.2e+09 227700
2008 12 25 1445 360 53107 6.2e+07 1.2e+12 2.0e+06 3.7e+10 1.3e+08 4.1e+12 1.6e+06 2.5e+11 1.7e+05 -2.9e+11 4.4e+04 9.8e+09 1.1e+04 4.2e+09 228000
2008 12 28  615 363 22504 2.5e+07 1.2e+12 9.0e+05 3.7e+10 5.0e+07 4.1e+12 6.2e+05 2.5e+11 7.7e+04 -2.9e+11 1.9e+04 9.8e+09 4.9e+03 4.2e+09 228300
2008 12 30 2145 365 78306 6.1e+07 1.2e+12 2.1e+06 3.7e+10 1.2e+08 4.1e+12 1.4e+06 2.5e+11 1.8e+05 -2.9e+11 4.5e+04 9.8e+09 1.2e+04 4.2e+09 228300
2009  1  2 1315   2 47709 1.3e+08 1.2e+12 4.9e+06 3.7e+10 3.5e+08 4.1e+12 4.5e+06 2.5e+11 4.3e+05 -2.9e+11 1.1e+05 9.8e+09 2.7e+04 4.2e+09 228300
2009  1  5  440   5 16806 5.0e+07 1.2e+12 1.7e+06 3.7e+10 1.1e+08 4.1e+12 1.3e+06 2.5e+11 1.5e+05 -2.9e+11 3.9e+04 9.8e+09 9.5e+03 4.2e+09 227700
2009  1  7 2010   7 72603 1.5e+08 1.2e+12 4.1e+06 3.7e+10 2.3e+08 4.1e+12 2.7e+06 2.5e+11 3.4e+05 -2.9e+11 8.7e+04 9.8e+09 2.2e+04 4.2e+09 228300
2009  1 10 1135  10 41706 2.2e+08 1.2e+12 4.1e+06 3.7e+10 2.3e+08 4.1e+12 2.8e+06 2.5e+11 3.5e+05 -2.9e+11 8.8e+04 9.8e+09 2.3e+04 4.2e+09 228000
2009  1 13  305  13 11104 9.9e+07 1.2e+12 2.1e+06 3.7e+10 1.1e+08 4.1e+12 1.4e+06 2.5e+11 1.7e+05 -2.9e+11 4.5e+04 9.8e+09 1.2e+04 4.2e+09 228300
2009  1 15 1830  15 66603 1.9e+08 1.2e+12 4.2e+06 3.7e+10 2.3e+08 4.1e+12 3.1e+06 2.5e+11 3.8e+05 -2.9e+11 9.2e+04 9.8e+09 2.3e+04 4.2e+09 228000
2009  1 18 1000  18 36006 6.4e+07 1.2e+12 1.2e+06 3.7e+10 6.4e+07 4.1e+12 7.8e+05 2.5e+11 9.9e+04 -2.9e+11 2.4e+04 9.8e+09 6.5e+03 4.2e+09 227100
2009  1 21  125  21  5107 1.0e+08 1.2e+12 1.9e+06 3.7e+10 1.2e+08 4.1e+12 1.5e+06 2.5e+11 1.6e+05 -2.9e+11 4.2e+04 9.8e+09 1.1e+04 4.2e+09 227700
2009  1 23 1655  23 60909 1.2e+08 1.2e+12 3.3e+06 3.7e+10 1.8e+08 4.1e+12 2.2e+06 2.5e+11 2.8e+05 -2.9e+11 7.1e+04 9.8e+09 1.8e+04 4.2e+09 228000
2009  1 26  825  26 30304 1.4e+08 1.2e+12 3.4e+06 3.7e+10 1.9e+08 4.1e+12 2.9e+06 2.5e+11 2.9e+05 -2.9e+11 7.5e+04 9.8e+09 1.9e+04 4.2e+09 228300
2009  1 28 2355  28 86104 1.6e+08 1.2e+12 5.1e+06 3.7e+10 2.8e+08 4.1e+12 3.5e+06 2.5e+11 4.3e+05 -2.9e+11 1.1e+05 9.8e+09 2.8e+04 4.2e+09 228000
2009  1 31 1520  31 55206 1.5e+08 1.2e+12 5.3e+06 3.7e+10 2.8e+08 4.1e+12 3.5e+06 2.5e+11 4.4e+05 -2.9e+11 1.1e+05 9.8e+09 2.9e+04 4.2e+09 224700
2009  2  3  650  34 24603 1.7e+08 1.2e+12 5.1e+06 3.7e+10 3.5e+08 4.1e+12 3.9e+06 2.5e+11 4.4e+05 -2.9e+11 1.1e+05 9.8e+09 2.8e+04 4.2e+09 228300
2009  2  5 2215  36 80106 1.3e+08 1.2e+12 5.1e+06 3.7e+10 2.6e+08 4.1e+12 3.6e+06 2.5e+11 4.3e+05 -2.9e+11 1.1e+05 9.8e+09 2.8e+04 4.2e+09 228000
2009  2  8 1345  39 49506 1.8e+08 1.2e+12 5.1e+06 3.7e+10 2.5e+08 4.1e+12 3.5e+06 2.5e+11 4.4e+05 -2.9e+11 1.1e+05 9.8e+09 2.9e+04 4.2e+09 228300
2009  2 11  515  42 18907 1.7e+08 1.2e+12 5.0e+06 3.7e+10 2.7e+08 4.1e+12 3.4e+06 2.5e+11 4.2e+05 -2.9e+11 1.1e+05 9.8e+09 2.8e+04 4.2e+09 228300
2009  2 13 2040  44 74407 1.8e+08 1.2e+12 5.3e+06 3.7e+10 2.7e+08 4.1e+12 3.7e+06 2.5e+11 4.5e+05 -2.9e+11 1.2e+05 9.8e+09 3.0e+04 4.2e+09 228000
2009  2 16 1210  47 43807 1.4e+08 1.2e+12 4.5e+06 3.7e+10 5.9e+08 4.1e+12 2.8e+07 2.5e+11 1.2e+06 -2.9e+11 1.2e+05 9.8e+09 3.8e+04 4.2e+09 228300
2009  2 19  335  50 12901 9.4e+07 1.2e+12 4.1e+06 3.7e+10 2.0e+08 4.1e+12 4.1e+06 2.5e+11 5.1e+05 -2.9e+11 1.1e+05 9.8e+09 3.0e+04 4.2e+09 227100
2009  2 21 1905  52 68706 1.1e+08 1.2e+12 5.2e+06 3.7e+10 2.5e+08 4.1e+12 4.1e+06 2.5e+11 5.5e+05 -2.9e+11 1.3e+05 9.8e+09 3.3e+04 4.2e+09 228300
2009  2 24 1035  55 38105 1.4e+08 1.2e+12 5.3e+06 3.7e+10 2.5e+08 4.1e+12 3.6e+06 2.5e+11 4.4e+05 -2.9e+11 1.2e+05 9.8e+09 2.9e+04 4.2e+09 228300
2009  2 27  205  58  7502 1.0e+08 1.2e+12 4.3e+06 3.7e+10 2.0e+08 4.1e+12 2.9e+06 2.5e+11 3.6e+05 -2.9e+11 9.3e+04 9.8e+09 2.4e+04 4.2e+09 228300
2009  3  1 1730  60 63005 1.5e+08 1.2e+12 4.9e+06 3.7e+10 2.4e+08 4.1e+12 3.8e+06 2.5e+11 4.2e+05 -2.9e+11 1.1e+05 9.8e+09 2.7e+04 4.2e+09 228000
2009  3  4  900  63 32406 1.3e+08 1.2e+12 4.5e+06 3.7e+10 1.9e+08 4.1e+12 3.0e+06 2.5e+11 3.7e+05 -2.9e+11 9.7e+04 9.8e+09 2.5e+04 4.2e+09 228300
2009  3  7   30  66  1803 1.4e+08 1.2e+12 4.8e+06 3.7e+10 2.8e+08 4.1e+12 3.7e+06 2.5e+11 4.1e+05 -2.9e+11 1.1e+05 9.8e+09 2.7e+04 4.2e+09 228000
2009  3  9 1555  68 57303 1.8e+08 1.2e+12 5.3e+06 3.7e+10 2.3e+08 4.1e+12 3.5e+06 2.5e+11 4.4e+05 -2.9e+11 1.1e+05 9.8e+09 3.0e+04 4.2e+09 228000
2009  3 12  725  71 26702 2.0e+08 1.2e+12 5.3e+06 3.7e+10 2.2e+08 4.1e+12 3.8e+06 2.5e+11 4.5e+05 -2.9e+11 1.1e+05 9.8e+09 2.9e+04 4.2e+09 228300
2009  3 14 2250  73 82203 6.2e+07 1.2e+12 2.7e+06 3.7e+10 1.2e+08 4.1e+12 2.5e+06 2.5e+11 2.7e+05 -2.9e+11 6.3e+04 9.8e+09 1.6e+04 4.2e+09 227700
2009  3 17 1415  76 51307 1.1e+08 1.2e+12 4.8e+06 3.7e+10 3.0e+08 4.1e+12 5.6e+06 2.5e+11 4.7e+05 -2.9e+11 1.1e+05 9.8e+09 2.8e+04 4.2e+09 228000
2009  3 20  550  79 21003 1.1e+08 1.2e+12 4.0e+06 3.7e+10 1.6e+08 4.1e+12 3.0e+06 2.5e+11 3.5e+05 -2.9e+11 9.0e+04 9.8e+09 2.3e+04 4.2e+09 228600
2009  3 22 2120  81 76803 2.6e+07 1.2e+12 1.2e+06 3.7e+10 4.6e+07 4.1e+12 8.4e+05 2.5e+11 1.0e+05 -2.9e+11 2.6e+04 9.8e+09 6.8e+03 4.2e+09 228300
2009  3 25 1250  84 46206 8.8e+07 1.2e+12 3.6e+06 3.7e+10 1.5e+08 4.1e+12 2.5e+06 2.5e+11 3.1e+05 -2.9e+11 8.2e+04 9.8e+09 1.9e+04 4.2e+09 228600
2009  3 28  413  87 15180 3.2e+07 1.2e+12 1.4e+06 3.7e+10 6.1e+07 4.1e+12 1.0e+06 2.5e+11 1.2e+05 -2.9e+11 3.0e+04 9.8e+09 6.9e+03 4.2e+09 228000
2009  3 30 1943  89 70980 1.2e+07 1.2e+12 5.1e+05 3.7e+10 1.9e+07 4.1e+12 3.4e+05 2.5e+11 4.4e+04 -2.9e+11 1.1e+04 9.8e+09 2.9e+03 4.2e+09 228300
2009  4  2 1108  92 40080 7.9e+07 1.2e+12 3.0e+06 3.7e+10 1.1e+08 4.1e+12 2.0e+06 2.5e+11 2.5e+05 -2.9e+11 6.6e+04 9.8e+09 1.7e+04 4.2e+09 228000
2009  4  5  233  95  9181 8.3e+07 1.2e+12 3.3e+06 3.7e+10 1.2e+08 4.1e+12 2.2e+06 2.5e+11 2.8e+05 -2.9e+11 7.2e+04 9.8e+09 1.9e+04 4.2e+09 215700
2009  4  7 1803  97 64980 6.8e+07 1.2e+12 3.1e+06 3.7e+10 2.0e+08 4.1e+12 3.2e+06 2.5e+11 3.0e+05 -2.9e+11 7.0e+04 9.8e+09 1.8e+04 4.2e+09 228300
2009  4 10  928 100 34080 8.7e+07 1.2e+12 3.9e+06 3.7e+10 1.4e+08 4.1e+12 2.8e+06 2.5e+11 3.3e+05 -2.9e+11 8.6e+04 9.8e+09 2.2e+04 4.2e+09 228000
2009  4 13   58 103  3480 8.9e+07 1.2e+12 4.0e+06 3.7e+10 1.5e+08 4.1e+12 3.0e+06 2.5e+11 3.5e+05 -2.9e+11 9.0e+04 9.8e+09 2.3e+04 4.2e+09 228300
2009  4 15 1623 105 58980 1.0e+08 1.2e+12 5.2e+06 3.7e+10 1.7e+08 4.1e+12 3.6e+06 2.5e+11 4.4e+05 -2.9e+11 1.2e+05 9.8e+09 2.9e+04 4.2e+09 228000
2009  4 18  753 108 28380 1.1e+08 1.2e+12 5.4e+06 3.7e+10 1.7e+08 4.1e+12 3.7e+06 2.5e+11 4.6e+05 -2.9e+11 1.2e+05 9.8e+09 2.9e+04 4.2e+09 228300
2009  4 20 2323 110 84180 1.2e+08 1.2e+12 5.2e+06 3.7e+10 2.3e+08 4.1e+12 6.2e+06 2.5e+11 6.5e+05 -2.9e+11 1.4e+05 9.8e+09 3.6e+04 4.2e+09 228300
2009  4 23 1448 113 53280 5.3e+07 1.2e+12 2.8e+06 3.7e+10 1.1e+08 4.1e+12 2.5e+06 2.5e+11 2.8e+05 -2.9e+11 6.7e+04 9.8e+09 1.7e+04 4.2e+09 228000
2009  4 26  618 116 22680 9.4e+07 1.2e+12 5.3e+06 3.7e+10 1.7e+08 4.1e+12 3.7e+06 2.5e+11 4.7e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228300
2009  4 28 2143 118 78180 7.8e+07 1.2e+12 4.6e+06 3.7e+10 1.4e+08 4.1e+12 3.1e+06 2.5e+11 3.8e+05 -2.9e+11 1.0e+05 9.8e+09 2.6e+04 4.2e+09 228000
2009  5  1 1308 121 47280 7.8e+07 1.2e+12 5.3e+06 3.7e+10 1.5e+08 4.1e+12 3.7e+06 2.5e+11 4.5e+05 -2.9e+11 1.2e+05 9.8e+09 3.0e+04 4.2e+09 228000
2009  5  4  438 124 16680 9.7e+07 1.2e+12 5.5e+06 3.7e+10 1.5e+08 4.1e+12 3.6e+06 2.5e+11 4.6e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228300
2009  5  6 2003 126 72180 3.1e+07 1.2e+12 1.9e+06 3.7e+10 5.4e+07 4.1e+12 1.3e+06 2.5e+11 1.6e+05 -2.9e+11 4.0e+04 9.8e+09 1.0e+04 4.2e+09 228000
2009  5  9 1133 129 41581 8.9e+07 1.2e+12 5.5e+06 3.7e+10 2.1e+08 4.1e+12 4.9e+06 2.5e+11 4.9e+05 -2.9e+11 1.3e+05 9.8e+09 2.8e+04 4.2e+09 228300
2009  5 12  258 132 10680 7.9e+07 1.2e+12 5.0e+06 3.7e+10 1.4e+08 4.1e+12 3.4e+06 2.5e+11 4.3e+05 -2.9e+11 1.1e+05 9.8e+09 2.8e+04 4.2e+09 228000
2009  5 14 1828 134 66480 6.7e+07 1.2e+12 4.1e+06 3.7e+10 8.8e+07 4.1e+12 2.3e+06 2.5e+11 2.7e+05 -2.9e+11 7.8e+04 9.8e+09 1.3e+04 4.2e+09 228300
2009  5 17  958 137 35880 9.3e+07 1.2e+12 5.7e+06 3.7e+10 1.5e+08 4.1e+12 3.6e+06 2.5e+11 4.5e+05 -2.9e+11 1.2e+05 9.8e+09 2.7e+04 4.2e+09 228300
2009  5 20  123 140  4981 8.4e+07 1.2e+12 5.4e+06 3.7e+10 1.5e+08 4.1e+12 3.7e+06 2.5e+11 4.7e+05 -2.9e+11 1.2e+05 9.8e+09 3.2e+04 4.2e+09 228000
2009  5 22 1653 142 60780 8.7e+07 1.2e+12 5.4e+06 3.7e+10 1.4e+08 4.1e+12 3.5e+06 2.5e+11 4.5e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228300
2009  5 25  818 145 29880 8.4e+07 1.2e+12 5.2e+06 3.7e+10 1.4e+08 4.1e+12 5.5e+06 2.5e+11 6.7e+05 -2.9e+11 1.4e+05 9.8e+09 3.8e+04 4.2e+09 228000
2009  5 27 2348 147 85681 8.1e+07 1.2e+12 5.4e+06 3.7e+10 1.4e+08 4.1e+12 5.4e+06 2.5e+11 6.9e+05 -2.9e+11 1.5e+05 9.8e+09 4.1e+04 4.2e+09 227400
2009  5 30 1408 150 50880 7.1e+07 1.2e+12 4.5e+06 3.7e+10 1.7e+08 4.1e+12 4.2e+06 2.5e+11 4.1e+05 -2.9e+11 9.9e+04 9.8e+09 2.6e+04 4.2e+09 224400
2009  6  2  643 153 24180 2.9e+07 1.2e+12 1.8e+06 3.7e+10 4.7e+07 4.1e+12 1.3e+06 2.5e+11 1.6e+05 -2.9e+11 3.9e+04 9.8e+09 1.0e+04 4.2e+09 212700
2009  6  4 2208 155 79680 7.3e+07 1.2e+12 4.7e+06 3.7e+10 1.2e+08 4.1e+12 3.4e+06 2.5e+11 4.1e+05 -2.9e+11 1.0e+05 9.8e+09 2.7e+04 4.2e+09 227700
2009  6  7 1333 158 48780 8.2e+07 1.2e+12 5.3e+06 3.7e+10 1.3e+08 4.1e+12 3.7e+06 2.5e+11 4.7e+05 -2.9e+11 1.2e+05 9.8e+09 3.2e+04 4.2e+09 228000
2009  6 10  503 161 18181 8.7e+07 1.2e+12 5.4e+06 3.7e+10 1.3e+08 4.1e+12 3.6e+06 2.5e+11 4.6e+05 -2.9e+11 1.2e+05 9.8e+09 3.0e+04 4.2e+09 228300
2009  6 12 2033 163 73980 8.8e+07 1.2e+12 5.4e+06 3.7e+10 1.3e+08 4.1e+12 3.6e+06 2.5e+11 4.6e+05 -2.9e+11 1.2e+05 9.8e+09 3.0e+04 4.2e+09 228300
2009  6 15 1203 166 43381 8.5e+07 1.2e+12 5.5e+06 3.7e+10 1.3e+08 4.1e+12 3.7e+06 2.5e+11 4.6e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228300
2009  6 18  328 169 12481 8.5e+07 1.2e+12 5.5e+06 3.7e+10 1.4e+08 4.1e+12 3.7e+06 2.5e+11 4.7e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228000
2009  6 20 1858 171 68280 5.7e+07 1.2e+12 3.8e+06 3.7e+10 9.9e+07 4.1e+12 2.8e+06 2.5e+11 3.3e+05 -2.9e+11 8.5e+04 9.8e+09 2.1e+04 4.2e+09 228300
2009  6 23 1023 174 37381 8.4e+07 1.2e+12 5.4e+06 3.7e+10 1.3e+08 4.1e+12 3.9e+06 2.5e+11 4.8e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228000
2009  6 26  153 177  6780 8.8e+07 1.2e+12 5.5e+06 3.7e+10 2.1e+08 4.1e+12 1.1e+07 2.5e+11 1.3e+06 -2.9e+11 2.4e+05 9.8e+09 6.5e+04 4.2e+09 228300
2009  6 28 1718 179 62280 4.3e+07 1.2e+12 2.7e+06 3.7e+10 1.1e+08 4.1e+12 1.6e+07 2.5e+11 2.2e+06 -2.9e+11 3.4e+05 9.8e+09 8.9e+04 4.2e+09 228000
2009  7  1  848 182 31680 4.7e+07 1.2e+12 2.9e+06 3.7e+10 7.4e+07 4.1e+12 2.0e+06 2.5e+11 2.4e+05 -2.9e+11 6.4e+04 9.8e+09 1.6e+04 4.2e+09 219000
2009  7  4   13 185   781 7.5e+07 1.2e+12 5.4e+06 3.7e+10 1.4e+08 4.1e+12 3.6e+06 2.5e+11 4.5e+05 -2.9e+11 1.2e+05 9.8e+09 3.0e+04 4.2e+09 228000
2009  7  6 1543 187 56580 7.6e+07 1.2e+12 5.2e+06 3.7e+10 1.2e+08 4.1e+12 3.4e+06 2.5e+11 4.4e+05 -2.9e+11 1.1e+05 9.8e+09 3.0e+04 4.2e+09 228000
2009  7  9  713 190 25980 6.5e+07 1.2e+12 4.8e+06 3.7e+10 1.1e+08 4.1e+12 3.2e+06 2.5e+11 4.0e+05 -2.9e+11 1.0e+05 9.8e+09 2.7e+04 4.2e+09 228600
2009  7 11 2323 190 42180 7.3e+07 1.2e+12 4.9e+06 3.7e+10 2.0e+08 4.1e+12 1.7e+07 2.5e+11 1.4e+06 -2.9e+11 1.6e+05 9.8e+09 5.2e+04 4.2e+09 187800
2009  7 14 1413 195 51180 2.7e+07 1.2e+12 1.8e+06 3.7e+10 4.3e+07 4.1e+12 1.2e+06 2.5e+11 1.5e+05 -2.9e+11 4.0e+04 9.8e+09 9.9e+03 4.2e+09 87000
2009  7 17 1313 195 67380 7.8e+07 1.2e+12 5.1e+06 3.7e+10 1.3e+08 4.1e+12 3.4e+06 2.5e+11 4.3e+05 -2.9e+11 1.2e+05 9.8e+09 2.6e+04 4.2e+09 246000
2009  7 19 2103 200 75781 8.8e+07 1.2e+12 5.3e+06 3.7e+10 1.5e+08 4.1e+12 3.6e+06 2.5e+11 4.5e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 200700
2009  7 22 1233 203 45180 7.7e+07 1.2e+12 5.3e+06 3.7e+10 1.3e+08 4.1e+12 4.8e+06 2.5e+11 5.0e+05 -2.9e+11 1.2e+05 9.8e+09 3.1e+04 4.2e+09 228300
2009  7 25  403 206 14580 6.7e+07 1.2e+12 4.6e+06 3.7e+10 1.4e+08 4.1e+12 9.8e+06 2.5e+11 9.5e+05 -2.9e+11 1.5e+05 9.8e+09 3.9e+04 4.2e+09 218400
2009  7 27 1928 208 70080 7.5e+07 1.2e+12 5.2e+06 3.7e+10 1.5e+08 4.1e+12 3.8e+06 2.5e+11 4.7e+05 -2.9e+11 1.2e+05 9.8e+09 3.0e+04 4.2e+09 228000
