Orbit Start Time     Orbit Stop Time     External Fluence     Attenuated Fluence
yyyy:doy:hh:mm:ss   yyyy:doy:hh:mm:ss    (p/cm^2-sr-Mev)       (p/cm^2-sr-Mev)
--------------------------------------------------------------------------------
2003:007:17:54:00   2003:010:09:24:00    1.49692917241e+09    3.36119487014e+08
2003:010:09:24:00   2003:013:00:54:01    1.58916537289e+09    1.02364736289e+08
2003:013:00:54:01   2003:015:16:19:01    1.40904020703e+09    1.82770228230e+08
2003:015:16:19:01   2003:018:07:49:01    2.18691693419e+09    3.74050954186e+08
2003:018:07:49:01   2003:020:23:19:00    4.17363686670e+09    1.91233742700e+08
2003:020:23:19:00   2003:023:14:44:01    3.86358791448e+09    3.44676759480e+08
2003:023:14:44:01   2003:026:06:14:00    4.73142832890e+09    3.81810954900e+08
2003:026:06:14:00   2003:028:21:39:00    3.96590871727e+09    4.56548996874e+08
2003:028:21:39:00   2003:031:13:09:01    3.25362188040e+09    1.09431852900e+08
2003:031:13:09:01   2003:034:04:34:00    4.33100436747e+09    3.44231968470e+08
2003:034:04:34:00   2003:036:20:04:01    3.07453681842e+09    2.06130597420e+08
2003:036:20:04:01   2003:039:11:29:00    2.20515379947e+09    3.38047762590e+08
2003:039:11:29:00   2003:042:02:59:01    1.76241625695e+09    1.34726341950e+08
2003:042:02:59:01   2003:044:18:29:03    3.09599622948e+09    1.20077004780e+08
2003:044:18:29:03   2003:047:09:59:01    4.40492573109e+09    8.25247308090e+08
2003:047:09:59:01   2003:050:01:24:00    3.14234130240e+09    5.59395443400e+08
2003:050:01:24:00   2003:052:16:49:00    2.84156113440e+09    3.22834691400e+08
2003:052:16:49:00   2003:055:08:19:01    2.30054172306e+09    2.87141971320e+08
2003:055:08:19:01   2003:057:23:44:00    1.98643090476e+09    1.95725456400e+08
2003:057:23:44:00   2003:060:15:14:01    2.30833835354e+09    2.29790387550e+08
2003:060:15:14:01   2003:063:06:39:01    2.22207687972e+09    4.13052637917e+08
2003:063:06:39:01   2003:065:22:09:01    2.36798075994e+09    6.47935569480e+07
2003:065:22:09:01   2003:068:13:34:00    1.43648585603e+09    2.01117999253e+08
2003:068:13:34:00   2003:071:05:04:01    2.04294263590e+09    4.50899008597e+08
2003:071:05:04:01   2003:073:20:34:01    2.98720500498e+09    3.93903926310e+08
2003:073:20:34:01   2003:076:11:59:00    4.08845351049e+09    7.12084265493e+08
2003:076:11:59:00   2003:079:03:29:01    4.96397673931e+09    6.59173377543e+08
2003:079:03:29:01   2003:081:18:54:01    5.57782424621e+09    1.29452574071e+09
2003:081:18:54:01   2003:084:10:19:01    2.08151116008e+09    5.47379401080e+08
2003:084:10:19:01   2003:087:01:49:01    1.81692831013e+09    5.71525857135e+08
2003:087:01:49:01   2003:089:17:14:00    2.61184013148e+09    4.36845208740e+08
2003:089:17:14:00   2003:092:08:44:01    3.71254386556e+09    6.48188780565e+08
2003:092:08:44:01   2003:095:00:09:00    2.90487919169e+09    5.41908950694e+08
2003:095:00:09:00   2003:097:15:39:00    1.44074248442e+09    3.29313051017e+08
2003:097:15:39:00   2003:100:07:09:00    3.84208013583e+09    2.13213177813e+09
2003:100:07:09:00   2003:102:22:34:01    5.06956433790e+09    9.80267811900e+08
2003:102:22:34:01   2003:105:14:04:00    2.94014271990e+09    6.97324164900e+08
2003:105:14:04:00   2003:108:05:29:01    2.41532489820e+09    9.83894375400e+08
2003:108:05:29:01   2003:110:20:59:00    3.38635045230e+09    4.88706222840e+08
2003:110:20:59:00   2003:113:12:24:00    1.95433205160e+09    5.36897103000e+08
2003:113:12:24:00   2003:116:03:54:01    1.90216900167e+09    5.78322314070e+08
2003:116:03:54:01   2003:118:19:19:01    1.52516730780e+09    5.76137497800e+08
2003:118:19:19:01   2003:121:10:49:00    1.61518408170e+09    8.78832314700e+08
2003:121:10:49:00   2003:124:02:19:02    1.78144017660e+09    1.06882663440e+08
2003:124:02:19:02   2003:126:17:44:01    1.72170189300e+09    2.02035303180e+08
2003:126:17:44:01   2003:129:09:14:00    4.71163770300e+09    3.77887507200e+08
2003:129:09:14:00   2003:132:00:44:01    4.86902700300e+09    8.12278176600e+08
2003:132:00:44:01   2003:134:16:09:00    4.22649041850e+09    4.43140570500e+08
2003:134:16:09:00   2003:137:07:34:00    2.79015726180e+09    1.51974070500e+08
2003:137:07:34:00   2003:139:23:04:01    1.71759424830e+09    1.45219020300e+08
2003:139:23:04:01   2003:142:14:29:01    1.16406571650e+09    5.21080880400e+08
2003:142:14:29:01   2003:145:05:59:00    1.31555592270e+09    3.56250328800e+08
2003:145:05:59:00   2003:147:21:29:01    1.71717834480e+09    5.30024103000e+08
2003:147:21:29:01   2003:150:12:54:00    1.35322789695e+10    5.63232541416e+09
2003:150:12:54:00   2003:153:04:24:00    6.70328974320e+09    8.61760431000e+08
2003:153:04:24:00   2003:155:19:54:01    8.07948336570e+09    2.61062379750e+09
2003:155:19:54:01   2003:158:11:24:00    3.98592851580e+09    1.04748186540e+09
2003:158:11:24:00   2003:161:02:49:00    6.35437439430e+09    1.15176735228e+09
2003:161:02:49:00   2003:163:18:19:01    7.43196008670e+09    1.29084013950e+09
2003:163:18:19:01   2003:166:09:44:00    2.32248587790e+09    1.06510685490e+09
2003:166:09:44:00   2003:169:01:14:00    2.50182614130e+09    8.13081021900e+08
2003:169:01:14:00   2003:171:16:39:00    7.08791890260e+09    1.34386256976e+09
2003:171:16:39:00   2003:174:08:09:00    3.98388631380e+09    1.96978602852e+09
2003:174:08:09:00   2003:176:23:39:00    2.91854272770e+09    1.99901315460e+08
2003:176:23:39:00   2003:179:15:04:01    5.40580644210e+09    2.51326365210e+09
2003:179:15:04:01   2003:182:06:34:00    7.13871674040e+09    2.48129880888e+09
2003:182:06:34:00   2003:184:22:04:01    7.95062627400e+09    7.85486016000e+08
2003:184:22:04:01   2003:187:13:29:00    7.19107260720e+09    2.25062448720e+09
2003:187:13:29:00   2003:190:04:59:00    4.57380501360e+09    1.60953401340e+09
2003:190:04:59:00   2003:192:20:24:00    5.10389259282e+09    1.96222411782e+09
2003:192:20:24:00   2003:195:11:54:00    5.35804634730e+09    1.21056618630e+09
2003:195:11:54:00   2003:198:03:19:00    4.46487534030e+09    1.24626847626e+09
2003:198:03:19:00   2003:200:18:49:00    3.41885567310e+09    4.30139771280e+08
2003:200:18:49:00   2003:203:10:19:00    3.78237698352e+09    2.92866475884e+08
2003:203:10:19:00   2003:206:01:44:00    1.77487059051e+09    3.40336158000e+08
2003:206:01:44:00   2003:208:17:14:01    1.07704217341e+10    4.32047055906e+09
2003:208:17:14:01   2003:211:08:44:00    7.66482118410e+09    2.71263561210e+09
2003:211:08:44:00   2003:214:00:09:00    1.62730965294e+10    2.18985273384e+09
2003:214:00:09:00   2003:216:15:39:01    7.04694703770e+09    1.49843560350e+09
2003:216:15:39:01   2003:219:07:04:01    3.05997087540e+09    8.08707914400e+08
2003:219:07:04:01   2003:221:22:34:01    3.56560706670e+09    1.88600029170e+09
2003:221:22:34:01   2003:224:13:59:00    4.50381373413e+09    7.29090119130e+08
2003:224:13:59:00   2003:227:05:24:00    3.51932054847e+09    5.80097960094e+08
2003:227:05:24:00   2003:229:20:54:00    3.22199311812e+09    4.12398341544e+08
2003:229:20:54:00   2003:232:12:24:00    6.35228260530e+09    2.14536050910e+09
2003:232:12:24:00   2003:235:03:54:00    1.44295870761e+10    9.11785553610e+09
2003:235:03:54:00   2003:237:19:19:00    1.06500101945e+10    2.45861286084e+09
2003:237:19:19:00   2003:240:10:49:01    6.08092778400e+09    1.30445859660e+09
2003:240:10:49:01   2003:243:02:14:00    7.37750820708e+09    1.71154257742e+09
2003:243:02:14:00   2003:245:17:39:00    3.43023648879e+09    9.02154830490e+08
2003:245:17:39:00   2003:248:09:09:01    3.69672354270e+09    2.15221346070e+09
2003:248:09:09:01   2003:251:00:34:01    3.50413332962e+09    1.57505103963e+09
2003:251:00:34:01   2003:253:16:04:00    4.38238037577e+09    1.25164771763e+09
2003:253:16:04:00   2003:256:07:29:01    6.23666268927e+09    2.21658538227e+09
2003:256:07:29:01   2003:258:22:59:00    2.32331718620e+09    6.38489435292e+08
2003:258:22:59:00   2003:261:14:29:01    2.24909441961e+10    6.33780076410e+09
2003:261:14:29:01   2003:264:05:54:00    1.26938901728e+10    4.29243016278e+09
2003:264:05:54:00   2003:266:21:24:00    9.57984948093e+09    1.86405951000e+09
2003:266:21:24:00   2003:269:12:49:01    1.21149541164e+10    1.57829524050e+09
2003:269:12:49:01   2003:272:04:14:01    6.34361203638e+09    9.84361700376e+08
2003:272:04:14:01   2003:274:19:44:01    3.59249455500e+09    1.46984248500e+09
2003:274:19:44:01   2003:277:11:09:00    5.00263617279e+09    1.70794908339e+09
2003:277:11:09:00   2003:280:02:39:00    9.45203081268e+09    1.00617065604e+09
2003:280:02:39:00   2003:282:18:04:00    3.26251624692e+09    1.92025348668e+09
2003:282:18:04:00   2003:285:09:34:00    2.06249093541e+09    6.13857992382e+08
2003:285:09:34:00   2003:288:01:04:02    1.28988475276e+10    4.41359830380e+08
2003:288:01:04:02   2003:290:16:29:01    6.13434588630e+09    6.68429625060e+08
2003:290:16:29:01   2003:293:07:59:00    6.69319760670e+09    2.17354344270e+09
2003:293:07:59:00   2003:295:23:24:00    7.83891393510e+09    2.72866673442e+09
2003:295:23:24:00   2003:298:14:54:00    2.20881191804e+10    1.51628708394e+09
2003:298:14:54:00   2003:301:06:19:02    5.47701318813e+09    7.29898427277e+08
2003:301:06:19:02   2003:303:21:49:02    1.37578346383e+11    8.76607151940e+08
2003:303:21:49:02   2003:306:13:14:00    3.11206351877e+11    6.33968754090e+10
2003:306:13:14:00   2003:309:04:44:00    2.26525836876e+11    1.35060386700e+09
2003:309:04:44:00   2003:311:20:09:01    1.68908926191e+11    0.00000000000e+00
2003:311:20:09:01   2003:314:11:39:00    2.33487333657e+11    1.00139485926e+11
2003:314:11:39:00   2003:317:03:09:00    2.80005439818e+11    2.48851971996e+11
2003:317:03:09:00   2003:319:18:39:00    5.64667631790e+09    2.75374130790e+09
2003:319:18:39:00   2003:322:10:04:01    5.74784854740e+09    3.21007228440e+09
2003:322:10:04:01   2003:325:01:29:00    1.94815128115e+10    3.06398901850e+09
2003:325:01:29:00   2003:327:16:59:00    9.45405425460e+09    3.58908639060e+09
2003:327:16:59:00   2003:330:08:24:04    3.32220436629e+09    2.05631430480e+09
2003:330:08:24:04   2003:332:23:54:00    1.49046972406e+09    2.03058435459e+08
2003:332:23:54:00   2003:335:15:19:00    2.13861446757e+09    1.04781141357e+09
2003:335:15:19:00   2003:338:06:49:00    1.07387121537e+10    0.00000000000e+00
2003:338:06:49:00   2003:340:22:19:00    3.88982713141e+09    1.72260276630e+09
2003:340:22:19:00   2003:343:13:49:00    5.05365393870e+09    1.51182390570e+09
2003:343:13:49:00   2003:346:05:14:00    3.68807308080e+09    4.70768832000e+08
2003:346:05:14:00   2003:348:20:44:00    4.05133572615e+09    4.88808172350e+08
2003:348:20:44:00   2003:351:12:09:00    3.10260642858e+09    9.24458893680e+08
2003:351:12:09:00   2003:354:03:39:00    8.75496533550e+08    1.44804836550e+08
2003:354:03:39:00   2003:356:19:04:01    1.36075478001e+09    1.76974056570e+08
2003:356:19:04:01   2003:359:10:34:00    8.52020927804e+08    1.77645856154e+08
2003:359:10:34:00   2003:362:01:59:00    2.41929856226e+09    1.00345185564e+08
2003:362:01:59:00   2003:364:17:29:00    1.27521269619e+09    2.03249985840e+08
2003:364:17:29:00   2004:002:08:59:00    2.63257651326e+09    4.04637519660e+08
2004:002:08:59:00   2004:005:00:24:00    3.12198423309e+09    3.10377591690e+08
2004:005:00:24:00   2004:007:15:54:00    6.12115718847e+09    3.90703666470e+08
2004:007:15:54:00   2004:010:07:24:00    9.86280311317e+09    8.53546562163e+08
2004:010:07:24:00   2004:012:22:49:00    3.85040870499e+09    1.64747340090e+08
2004:012:22:49:00   2004:015:14:19:00    2.23723121144e+09    2.56728742635e+08
2004:015:14:19:00   2004:018:05:44:00    3.60639050934e+09    3.49354924140e+08
2004:018:05:44:00   2004:020:21:14:00    3.26513681355e+09    1.95031868250e+08
2004:020:21:14:00   2004:023:12:39:00    2.09953637701e+10    7.55916945600e+08
2004:023:12:39:00   2004:026:04:04:00    5.28981969366e+09    3.20985711000e+08
2004:026:04:04:00   2004:028:19:34:00    3.90630223882e+09    2.57483205942e+08
2004:028:19:34:00   2004:031:11:04:00    3.84264430815e+09    3.86566587450e+08
2004:031:11:04:00   2004:034:02:34:00    4.11348901464e+09    3.42025875240e+08
2004:034:02:34:00   2004:036:17:59:00    3.69562990740e+09    2.51206743660e+08
2004:036:17:59:00   2004:039:09:29:00    2.52717312783e+09    4.61223003030e+08
2004:039:09:29:00   2004:042:00:54:01    1.90578919750e+09    1.93144754016e+08
2004:042:00:54:01   2004:044:16:19:00    3.46248448158e+09    7.28759866380e+08
2004:044:16:19:00   2004:047:07:49:00    3.73948154544e+09    4.31050026240e+08
2004:047:07:49:00   2004:049:23:14:00    2.56207341548e+09    1.76527505780e+08
2004:049:23:14:00   2004:052:14:44:00    1.66729611401e+09    2.08398283033e+08
2004:052:14:44:00   2004:055:06:09:00    2.27737979411e+09    1.07225211677e+08
2004:055:06:09:00   2004:057:21:39:00    1.06924124277e+09    2.22696605345e+07
2004:057:21:39:00   2004:060:13:09:00    2.88155648296e+09    4.53272589162e+08
2004:060:13:09:00   2004:063:04:34:00    4.51999846305e+09    7.42140669762e+08
2004:063:04:34:00   2004:065:20:04:00    3.52225417491e+09    3.80675519904e+08
2004:065:20:04:00   2004:068:11:29:00    1.72941611944e+09    2.05708836636e+08
2004:068:11:29:00   2004:071:02:54:00    4.77166371674e+09    5.39336696841e+08
2004:071:02:54:00   2004:073:18:24:01    4.91182879232e+09    1.77067747800e+08
2004:073:18:24:01   2004:076:09:49:00    2.29330750645e+09    3.76866700149e+08
2004:076:09:49:00   2004:079:01:14:01    2.14514574866e+09    1.47688028305e+08
2004:079:01:14:01   2004:081:16:44:00    1.70430660069e+09    3.11715726632e+08
2004:081:16:44:00   2004:084:08:14:00    1.27643103380e+09    7.50992441202e+07
2004:084:08:14:00   2004:086:23:39:00    2.42719793248e+09    3.85732153482e+08
2004:086:23:39:00   2004:089:15:09:01    3.66869724043e+09    9.57247829217e+08
2004:089:15:09:01   2004:092:06:39:00    2.48761949931e+09    6.55639434000e+07
2004:092:06:39:00   2004:094:22:04:01    -1.54534335552e+09    -3.96692974242e+09
2004:094:22:04:01   2004:097:13:29:01    3.54417213963e+09    3.07512410310e+08
2004:097:13:29:01   2004:100:04:59:01    1.52342889810e+09    1.69175959200e+08
2004:100:04:59:01   2004:102:20:24:00    3.12420018312e+09    1.10149355712e+09
2004:102:20:24:00   2004:105:11:54:01    3.23392792740e+09    1.64380886160e+09
2004:105:11:54:01   2004:108:03:19:00    9.16119467700e+08    3.72516205200e+08
2004:108:03:19:00   2004:110:18:49:00    9.98803744800e+08    1.92568256100e+08
2004:110:18:49:00   2004:113:10:14:01    8.41724659200e+08    3.13918489050e+08
2004:113:10:14:01   2004:116:01:44:01    1.60613581740e+09    5.37907693200e+08
2004:116:01:44:01   2004:118:17:14:00    2.08006268250e+09    4.63492785000e+08
2004:118:17:14:00   2004:121:08:39:01    1.73792405490e+09    5.41869991800e+08
2004:121:08:39:01   2004:124:11:24:03    1.16967350295e+09    3.29605246050e+08
2004:124:11:24:03   2004:126:15:34:01    5.76924864900e+08    1.92494050200e+08
2004:126:15:34:01   2004:129:07:04:01    1.50781291560e+09    3.14946443700e+08
2004:129:07:04:01   2004:131:22:29:00    1.37944774410e+09    1.78685310750e+08
2004:131:22:29:00   2004:134:13:54:00    1.24930750200e+09    3.62286150000e+08
2004:134:13:54:00   2004:137:05:24:00    1.26900391743e+09    3.02399879130e+08
2004:137:05:24:00   2004:139:20:54:00    6.44454077400e+08    1.86112516500e+08
2004:139:20:54:00   2004:142:12:24:00    1.51620250140e+09    1.69686911280e+08
2004:142:12:24:00   2004:145:03:49:00    2.12410230990e+09    2.49797089440e+08
2004:145:03:49:00   2004:147:19:19:01    2.51280212100e+09    1.63456430580e+08
2004:147:19:19:01   2004:150:10:44:01    2.06303113830e+09    1.06007388780e+09
2004:150:10:44:01   2004:153:02:14:01    2.30987791200e+09    1.57078804890e+09
2004:153:02:14:01   2004:155:17:39:01    2.34003105810e+09    1.96809032100e+08
2004:155:17:39:01   2004:158:09:09:00    3.07755620130e+09    1.69883578680e+09
2004:158:09:09:00   2004:161:00:34:01    2.50966140600e+09    1.18140913860e+09
2004:161:00:34:01   2004:163:16:04:00    3.00604823901e+09    1.55145673011e+09
2004:163:16:04:00   2004:166:07:34:01    2.10918723240e+09    1.23799096740e+09
2004:166:07:34:01   2004:168:22:59:01    6.71646465690e+09    3.42184542390e+09
2004:168:22:59:01   2004:171:14:29:01    3.55386152490e+09    1.87271010990e+09
2004:171:14:29:01   2004:174:05:59:01    2.16007960047e+09    1.27248485397e+09
2004:174:05:59:01   2004:176:21:24:01    1.46511372525e+09    4.75854681750e+08
2004:176:21:24:01   2004:179:12:49:01    1.18522953300e+09    4.60301991000e+08
2004:179:12:49:01   2004:182:04:19:01    2.32030127337e+09    7.99381772370e+08
2004:182:04:19:01   2004:184:19:44:00    1.85883316842e+09    2.96290653450e+08
2004:184:19:44:00   2004:187:11:14:00    1.96287793986e+09    3.29317923420e+08
2004:187:11:14:00   2004:190:02:39:01    1.85680342020e+09    5.37846332700e+08
2004:190:02:39:01   2004:192:18:09:00    1.54239709644e+09    4.87046974440e+08
2004:192:18:09:00   2004:195:09:39:00    4.55103829770e+09    9.54569323200e+08
2004:195:09:39:00   2004:198:01:04:01    2.65390820880e+09    5.38876764900e+08
2004:198:01:04:01   2004:200:16:34:00    2.14292939340e+09    8.67898970400e+08
2004:200:16:34:00   2004:203:07:59:00    2.48581716333e+09    6.15505085400e+08
2004:203:07:59:00   2004:205:23:29:00    6.99040071966e+09    3.78907875366e+09
2004:205:23:29:00   2004:208:14:54:00    7.75723042200e+09    4.62222787800e+09
2004:208:14:54:00   2004:211:06:24:01    1.18715038377e+10    5.92717075170e+09
2004:211:06:24:01   2004:214:13:34:00    1.75275601008e+09    4.24894405080e+08
2004:214:13:34:00   2004:216:13:19:01    7.91019334500e+08    3.30246977400e+08
2004:216:13:19:01   2004:219:04:44:00    1.62803888064e+09    3.73328617272e+08
2004:219:04:44:00   2004:221:20:14:01    2.38488474180e+09    7.38573177360e+08
2004:221:20:14:01   2004:224:11:44:01    4.63643656320e+09    1.00735900320e+09
2004:224:11:44:01   2004:227:03:09:01    4.61489478900e+09    1.79892144900e+09
2004:227:03:09:01   2004:229:18:39:01    1.83224979480e+09    5.43067450800e+08
2004:229:18:39:01   2004:232:10:04:00    2.04891644196e+09    6.24514854960e+08
2004:232:10:04:00   2004:235:01:29:01    5.60873066940e+09    3.00313127940e+09
2004:235:01:29:01   2004:237:16:59:01    3.54629367840e+09    9.45587787360e+08
2004:237:16:59:01   2004:240:08:24:00    2.50042848936e+09    6.74830432350e+08
2004:240:08:24:00   2004:242:23:54:00    3.17236930881e+09    2.98402753800e+08
2004:242:23:54:00   2004:245:15:19:00    3.78080350038e+09    1.27600861593e+09
2004:245:15:19:00   2004:248:06:49:00    2.60031929550e+09    6.69134018850e+08
2004:248:06:49:00   2004:250:22:19:00    6.87667851873e+09    3.03419719842e+09
2004:250:22:19:00   2004:253:13:44:00    3.40684255308e+09    8.63282201220e+08
2004:253:13:44:00   2004:256:05:14:00    3.40568662707e+09    3.81445603866e+08
2004:256:05:14:00   2004:258:20:39:01    1.89072895278e+10    6.89559601830e+08
2004:258:20:39:01   2004:261:12:09:01    1.34603759664e+10    2.44176367800e+09
2004:261:12:09:01   2004:264:03:34:01    6.69045717957e+09    1.94645402457e+09
2004:264:03:34:01   2004:266:18:59:00    1.05037207836e+10    3.08513934063e+09
2004:266:18:59:00   2004:269:10:29:02    3.71195034237e+09    1.27178110947e+09
2004:269:10:29:02   2004:272:01:54:01    4.79307416910e+09    1.83653622210e+09
2004:272:01:54:01   2004:274:17:24:00    2.02908099474e+09    1.15387985364e+09
2004:274:17:24:00   2004:277:08:54:00    2.08054479060e+09    2.19596926680e+08
2004:277:08:54:00   2004:280:00:19:01    3.30155677440e+09    1.22077260240e+09
2004:280:00:19:01   2004:282:15:49:01    1.49754326814e+09    5.98083920070e+08
2004:282:15:49:01   2004:285:07:14:01    4.01580843588e+09    1.24744100838e+09
2004:285:07:14:01   2004:287:22:44:00    6.45451598460e+09    3.55656793110e+09
2004:287:22:44:00   2004:290:14:09:00    2.87622971220e+09    2.20946273520e+09
2004:290:14:09:00   2004:293:05:39:01    1.45593524154e+09    5.53095576540e+08
