Orbit Start Time     Orbit Stop Time     External Fluence     Attenuated Fluence
yyyy:doy:hh:mm:ss   yyyy:doy:hh:mm:ss    (p/cm^2-sr-Mev)       (p/cm^2-sr-Mev)
--------------------------------------------------------------------------------
2009:187:15:49:01   2009:190:07:19:01    9.91105214430e+08    3.02448755166e+08
2009:190:07:19:01   2009:192:23:29:00    4.44901070400e+08    9.61957284000e+07
2009:192:23:29:00   2009:195:14:19:00    1.92334463730e+09    8.49326031300e+08
2009:195:14:19:00   2009:198:13:19:00    9.98810806800e+08    3.36640396800e+08
2009:198:13:19:00   2009:200:21:09:01    4.67121460290e+08    1.45740658290e+08
2009:200:21:09:01   2009:203:12:39:00    4.83310016610e+09    1.30193269410e+09
2009:203:12:39:00   2009:206:04:09:00    2.17011289599e+09    8.53167545100e+08
2009:206:04:09:00   2009:208:19:34:00    1.29959018250e+09    4.21929007500e+08
2009:208:19:34:00   2009:211:11:04:00    1.13387200980e+09    3.60860932800e+08
2009:211:11:04:00   2009:214:02:29:00    1.26456352950e+09    6.28534669500e+08
2009:214:02:29:00   2009:216:17:59:00    1.09144789671e+09    2.59229743710e+08
2009:216:17:59:00   2009:219:09:29:01    1.66360354770e+09    4.96550780700e+08
2009:219:09:29:01   2009:222:00:59:00    1.50595760580e+09    6.44695483800e+08
2009:222:00:59:00   2009:224:16:29:00    1.16905013130e+09    2.08294800300e+08
2009:224:16:29:00   2009:227:07:54:01    7.02150162300e+08    1.91829522300e+08
2009:227:07:54:01   2009:229:23:24:01    7.80696818370e+08    1.90421390370e+08
2009:229:23:24:01   2009:232:14:49:01    1.82511078840e+09    6.01187753400e+08
2009:232:14:49:01   2009:235:06:19:00    1.10595379740e+09    3.09392303400e+08
2009:235:06:19:00   2009:237:21:44:00    8.37822536400e+08    3.27103106400e+08
2009:237:21:44:00   2009:240:13:14:00    7.51327401210e+08    2.23007748210e+08
2009:240:13:14:00   2009:243:04:44:00    1.79242194409e+09    5.75907954486e+08
2009:243:04:44:00   2009:245:20:14:00    7.23738027000e+08    2.17662936000e+08
2009:245:20:14:00   2009:248:11:39:00    9.63349874790e+08    1.80973286790e+08
2009:248:11:39:00   2009:251:03:09:01    6.09855556722e+08    9.98118485220e+07
2009:251:03:09:01   2009:253:18:34:00    5.22165221190e+08    7.19079313980e+07
2009:253:18:34:00   2009:256:10:04:00    6.54087212447e+08    8.98500384465e+07
2009:256:10:04:00   2009:259:01:29:01    1.00236893357e+09    2.10793534071e+08
2009:259:01:29:01   2009:261:16:59:00    7.98823087602e+08    1.90750057602e+08
2009:261:16:59:00   2009:264:08:24:01    1.15449312427e+09    2.07654564975e+08
2009:264:08:24:01   2009:266:23:54:01    5.17070048064e+08    8.97090206640e+07
2009:266:23:54:01   2009:269:15:24:00    4.06383152947e+08    2.65065668400e+07
2009:269:15:24:00   2009:272:06:49:00    5.91974624757e+08    1.18116729657e+08
2009:272:06:49:00   2009:274:22:19:00    3.84176401680e+08    2.54897286300e+07
2009:274:22:19:00   2009:277:13:49:11    8.24992292637e+08    7.56657364962e+07
2009:277:13:49:11   2009:280:05:14:00    4.68515020107e+08    1.02348076107e+08
2009:280:05:14:00   2009:282:20:44:01    5.64624592380e+08    1.08699181680e+08
2009:282:20:44:01   2009:285:12:09:00    5.55133910658e+08    9.44642589885e+07
2009:285:12:09:00   2009:288:03:39:00    6.09810129960e+08    1.17112230960e+08
2009:288:03:39:00   2009:290:19:04:00    4.47170947278e+08    6.51055989147e+07
2009:290:19:04:00   2009:293:10:29:00    4.76914856640e+08    6.84297026400e+07
2009:293:10:29:00   2009:296:01:59:00    2.03864805777e+09    2.33719690155e+08
2009:296:01:59:00   2009:298:17:24:00    1.39688162331e+09    3.02580725100e+08
2009:298:17:24:00   2009:301:08:54:01    8.31921311250e+08    1.08716891850e+08
2009:301:08:54:01   2009:304:00:24:01    9.33224009610e+08    2.13092583210e+08
2009:304:00:24:01   2009:306:15:49:00    8.27206645740e+08    9.85775414160e+07
2009:306:15:49:00   2009:309:07:19:00    6.64250276412e+08    1.04470406382e+08
2009:309:07:19:00   2009:311:22:44:00    5.33267830362e+08    1.09984469562e+08
2009:311:22:44:00   2009:314:14:09:00    8.27179506630e+08    2.59754425230e+08
2009:314:14:09:00   2009:317:05:39:00    7.84508696241e+08    3.05641912341e+08
2009:317:05:39:00   2009:319:21:04:01    1.21263450279e+09    9.70011880494e+07
2009:319:21:04:01   2009:322:12:34:01    8.99915253840e+08    2.32471156140e+08
2009:322:12:34:01   2009:325:03:59:00    1.90942363020e+09    4.87920076980e+08
2009:325:03:59:00   2009:327:19:29:01    1.63920187513e+09    5.45172435579e+08
2009:327:19:29:01   2009:330:10:59:00    1.47444352367e+09    2.41089051847e+08
2009:330:10:59:00   2009:338:09:19:00    6.08762885197e+08    9.12825228558e+07
2009:338:09:19:00   2009:341:00:49:01    6.43960104780e+08    2.64316692480e+08
2009:341:00:49:01   2009:343:16:14:00    7.03225356951e+08    2.45085667737e+08
2009:343:16:14:00   2009:346:07:44:00    5.04182009430e+08    6.28014451650e+07
2009:346:07:44:00   2009:348:23:09:01    6.59685686160e+08    2.09695110360e+08
2009:348:23:09:01   2009:351:14:39:00    7.06058781030e+08    1.29563931630e+08
2009:351:14:39:00   2009:354:06:09:00    5.74815797130e+08    1.88720378400e+08
2009:354:06:09:00   2009:356:21:34:01    6.57536016810e+08    4.85023086000e+07
2009:356:21:34:01   2009:359:13:04:00    6.18751872300e+08    8.20495657800e+07
2009:359:13:04:00   2009:362:04:34:01    7.40960676900e+08    1.63319139900e+08
2009:362:04:34:01   2009:364:19:59:00    5.31141116070e+08    1.77155104470e+08
2009:364:19:59:00   2010:002:11:29:00    5.43636309300e+08    1.73255172600e+08
2010:002:11:29:00   2010:005:02:54:01    5.39248783800e+08    2.12878718820e+08
2010:005:02:54:01   2010:007:18:24:01    5.17911658200e+08    1.97891399400e+08
2010:007:18:24:01   2010:010:09:49:00    4.48763377500e+08    1.71656453760e+08
2010:010:09:49:00   2010:013:01:19:00    8.58161797500e+08    3.77264009700e+08
2010:013:01:19:00   2010:015:16:49:00    1.65337674300e+09    3.96831519660e+08
2010:015:16:49:00   2010:018:08:19:00    6.55994350500e+08    2.70551056500e+08
2010:018:08:19:00   2010:020:23:44:01    9.83927329800e+08    2.28576504900e+08
2010:020:23:44:01   2010:023:15:14:00    1.35759594030e+09    3.58989786900e+08
2010:023:15:14:00   2010:026:06:44:00    7.33160014500e+08    3.32860956000e+08
2010:026:06:44:00   2010:028:22:09:01    7.60419708690e+08    2.40841179390e+08
2010:028:22:09:01   2010:031:17:49:00    6.83435873580e+08    3.65921738580e+08
2010:031:17:49:00   2010:034:05:04:00    5.82717487500e+08    4.07917674900e+08
2010:034:05:04:00   2010:036:20:34:00    2.53874481840e+09    4.30534549500e+08
2010:036:20:34:00   2010:039:11:59:00    6.52023202500e+08    2.79505906350e+08
2010:039:11:59:00   2010:042:03:29:00    6.61964190900e+08    1.12209028560e+08
2010:042:03:29:00   2010:044:18:59:00    1.19903435850e+09    3.68276458800e+08
2010:044:18:59:00   2010:047:10:29:00    1.02636456540e+09    5.90008855680e+08
2010:047:10:29:00   2010:050:01:59:00    1.02906009300e+09    4.16544511500e+08
2010:050:01:59:00   2010:052:17:24:01    6.66561804000e+08    2.96567516700e+08
2010:052:17:24:01   2010:055:08:49:00    4.49025019800e+08    2.60250630300e+08
2010:055:08:49:00   2010:058:00:19:00    4.93519814700e+08    2.13811553400e+08
2010:058:00:19:00   2010:060:15:44:01    3.73521789900e+08    1.83056243100e+08
2010:060:15:44:01   2010:063:07:14:00    7.38273568800e+08    3.65876190000e+08
2010:063:07:14:00   2010:065:22:39:00    8.96918484600e+08    2.00860814700e+08
2010:065:22:39:00   2010:068:14:09:00    6.12350958900e+08    2.29062893400e+08
2010:068:14:09:00   2010:071:05:39:00    9.00063999300e+08    4.48163494200e+08
2010:071:05:39:00   2010:073:21:09:01    1.43725003800e+09    1.99901273100e+08
2010:073:21:09:01   2010:076:12:34:00    4.99380531000e+08    1.59825076620e+08
2010:076:12:34:00   2010:079:04:04:01    5.57873790720e+08    1.79633948640e+08
2010:079:04:04:01   2010:081:19:29:00    9.17393870100e+08    1.63071957900e+08
2010:081:19:29:00   2010:084:10:59:00    4.44203298690e+08    1.98684422190e+08
2010:084:10:59:00   2010:087:02:24:00    1.55141876604e+09    5.91936462240e+08
2010:087:02:24:00   2010:089:17:49:00    1.70387822733e+09    2.32459604754e+08
2010:089:17:49:00   2010:092:09:19:00    1.81997972790e+09    1.67730818100e+08
2010:092:09:19:00   2010:095:00:44:00    2.41919943138e+09    1.41605806878e+09
2010:095:00:44:00   2010:097:16:14:01    3.66212815650e+09    2.00223133620e+09
2010:097:16:14:01   2010:100:07:44:00    2.91162979279e+09    2.00185819699e+09
2010:100:07:44:00   2010:102:23:14:01    1.05894827649e+09    5.17524704490e+08
2010:102:23:14:01   2010:105:14:39:01    8.20074514860e+08    3.80689802280e+08
2010:105:14:39:01   2010:108:06:04:00    6.14703817260e+08    2.69968754160e+08
2010:108:06:04:00   2010:110:21:34:00    7.09772233290e+08    2.23220390010e+08
2010:110:21:34:00   2010:113:12:59:00    1.08542545155e+09    4.94222899230e+08
2010:113:12:59:00   2010:116:04:24:00    9.24130438320e+08    5.00970376812e+08
2010:116:04:24:00   2010:118:19:54:01    5.34792486180e+08    1.75192556700e+08
2010:118:19:54:01   2010:121:11:19:00    1.21740930795e+09    3.43759126410e+08
2010:121:11:19:00   2010:124:02:49:00    1.58432321580e+09    4.93367491800e+08
2010:124:02:49:00   2010:126:18:19:01    2.42444836530e+09    8.40386085300e+08
2010:126:18:19:01   2010:129:09:49:01    2.17281414750e+09    1.10049846600e+09
2010:129:09:49:01   2010:132:01:14:01    8.24620575870e+08    2.62236411570e+08
2010:132:01:14:01   2010:134:16:39:00    1.13844149289e+09    3.37048629990e+08
2010:134:16:39:00   2010:137:08:09:00    8.52710252940e+08    3.41842605840e+08
2010:137:08:09:00   2010:139:23:34:00    9.22766016540e+08    2.96051559840e+08
2010:139:23:34:00   2010:142:15:04:00    1.31288038692e+09    3.92162617920e+08
2010:142:15:04:00   2010:145:06:29:00    5.05352464650e+08    2.03454548850e+08
2010:145:06:29:00   2010:147:21:54:00    7.02656816520e+08    1.92206076720e+08
2010:147:21:54:00   2010:150:13:24:01    8.47702521000e+08    2.84280524400e+08
2010:150:13:24:01   2010:153:04:54:00    1.56899453883e+09    1.39670438130e+08
2010:153:04:54:00   2010:155:20:24:00    1.23138933120e+09    6.05030983200e+08
2010:155:20:24:00   2010:158:11:54:01    1.91435338098e+09    3.56831820780e+08
2010:158:11:54:01   2010:161:03:19:01    6.65606974980e+08    1.57148982780e+08
2010:161:03:19:01   2010:163:18:44:01    1.08073505580e+09    1.77048231000e+08
2010:163:18:44:01   2010:166:10:14:00    9.61809002850e+08    2.55239304150e+08
2010:166:10:14:00   2010:169:01:44:00    2.08128256230e+09    7.15970778300e+08
2010:169:01:44:00   2010:171:17:09:00    1.46242227390e+09    3.53976228900e+08
2010:171:17:09:00   2010:174:08:34:01    1.20779097420e+09    4.05235180080e+08
2010:174:08:34:01   2010:177:00:04:00    1.43972798760e+09    7.56507547800e+08
2010:177:00:04:00   2010:179:15:34:00    2.81607939420e+09    8.41844831100e+08
2010:179:15:34:00   2010:182:07:04:07    2.57838972630e+09    1.28038940040e+09
2010:182:07:04:07   2010:184:22:34:00    2.40057203280e+09    1.15780902180e+09
2010:184:22:34:00   2010:187:13:59:01    1.43500524840e+09    4.04525905080e+08
2010:187:13:59:01   2010:190:05:29:01    1.31505351990e+09    5.97576567900e+08
2010:190:05:29:01   2010:192:20:54:01    1.36806393474e+09    3.63779128740e+08
2010:192:20:54:01   2010:195:12:24:00    9.59835705570e+08    1.15282751970e+08
2010:195:12:24:00   2010:198:03:54:01    1.21729695660e+09    3.88078984500e+08
2010:198:03:54:01   2010:200:19:19:01    7.33228313280e+08    1.68290342280e+08
2010:200:19:19:01   2010:203:10:49:01    1.14615644310e+09    3.72586067100e+08
2010:203:10:49:01   2010:206:02:19:00    1.92421589640e+09    1.47228327720e+08
2010:206:02:19:00   2010:208:17:49:00    2.13026794110e+09    7.01112472620e+08
2010:208:17:49:00   2010:211:09:19:00    1.72523021910e+09    5.10104789100e+08
2010:211:09:19:00   2010:214:00:44:01    1.47727792440e+09    3.81012655680e+08
2010:214:00:44:01   2010:216:16:14:00    5.44563188760e+09    1.47002867910e+09
2010:216:16:14:00   2010:219:07:39:00    1.73407310766e+09    3.74862276420e+08
2010:219:07:39:00   2010:221:23:09:00    1.55469075552e+09    2.64993943920e+08
2010:221:23:09:00   2010:224:14:34:00    1.14921451716e+09    3.15908964660e+08
2010:224:14:34:00   2010:227:06:04:01    9.60741496200e+08    2.13134005200e+08
2010:227:06:04:01   2010:229:21:29:01    1.35867662820e+09    4.83327654300e+08
2010:229:21:29:01   2010:232:12:59:00    6.27422610720e+08    1.32035804400e+08
2010:232:12:59:00   2010:235:04:29:00    4.25525922600e+08    1.54379508600e+08
2010:235:04:29:00   2010:237:19:59:00    2.04792185340e+09    6.11967035400e+08
2010:237:19:59:00   2010:240:11:29:01    1.87811198430e+09    3.80617533300e+08
2010:240:11:29:01   2010:243:02:54:01    5.42047628637e+08    2.26131128637e+08
2010:243:02:54:01   2010:245:18:24:01    1.11976462308e+09    2.86613956080e+08
2010:245:18:24:01   2010:248:09:49:01    5.32006231257e+08    1.31664613257e+08
2010:248:09:49:01   2010:251:01:19:00    1.61583167473e+09    5.45577775029e+08
2010:251:01:19:00   2010:253:16:44:00    6.39045746040e+08    3.14652607740e+08
2010:253:16:44:00   2010:256:08:09:01    4.00359814632e+08    4.39472292720e+07
2010:256:08:09:01   2010:258:23:39:00    4.36423077762e+08    9.49639603620e+07
2010:258:23:39:00   2010:261:19:09:01    5.19962425890e+08    2.98897773390e+08
2010:261:19:09:01   2010:264:06:39:01    7.21403406394e+08    1.16174627921e+08
2010:264:06:39:01   2010:266:22:09:01    1.05814609945e+09    1.87138316952e+08
2010:266:22:09:01   2010:269:13:34:00    1.25674174419e+09    5.15713598190e+08
2010:269:13:34:00   2010:272:04:59:00    8.26704461334e+08    1.56224540334e+08
2010:272:04:59:00   2010:274:20:29:00    5.31045263550e+08    1.01567341470e+08
2010:274:20:29:00   2010:277:11:54:00    5.36936929689e+08    5.82567869190e+07
2010:277:11:54:00   2010:280:03:24:00    4.98585499800e+08    1.39154140800e+08
2010:280:03:24:00   2010:282:18:49:01    7.07988834858e+08    1.70465793558e+08
2010:282:18:49:01   2010:285:10:14:00    1.42376724051e+09    1.97445947910e+08
2010:285:10:14:00   2010:288:01:44:01    5.05380694650e+08    1.77195141450e+08
2010:288:01:44:01   2010:290:17:14:00    1.39323359972e+09    5.41596132924e+08
2010:290:17:14:00   2010:293:08:44:01    1.20930270909e+09    3.62759683890e+08
2010:293:08:44:01   2010:296:00:09:01    1.16109649554e+09    3.64960137780e+08
2010:296:00:09:01   2010:298:15:34:00    1.77746631452e+09    6.05420309958e+08
2010:298:15:34:00   2010:301:07:04:01    1.10782384347e+09    4.43259981270e+08
2010:301:07:04:01   2010:303:22:29:01    8.81733771465e+08    3.96771388365e+08
2010:303:22:29:01   2010:306:13:54:01    1.04796376221e+09    5.26373912009e+08
2010:306:13:54:01   2010:309:05:24:01    6.36480530640e+08    2.69801997540e+08
2010:309:05:24:01   2010:311:20:49:00    7.37562030250e+08    3.13353838750e+08
2010:311:20:49:00   2010:314:12:19:00    6.91886117865e+08    5.68444944000e+07
2010:314:12:19:00   2010:317:03:49:01    1.46214385170e+09    3.42726360000e+08
2010:317:03:49:01   2010:319:19:14:00    2.11228421877e+09    1.33508156577e+09
2010:319:19:14:00   2010:322:10:44:00    1.68719454917e+09    3.77346258174e+08
2010:322:10:44:00   2010:325:02:09:00    6.58900613700e+08    2.64085203750e+08
2010:325:02:09:00   2010:327:17:34:00    1.17104113557e+09    1.93110818580e+08
2010:327:17:34:00   2010:330:09:04:00    8.90833686900e+08    2.84962332300e+08
2010:330:09:04:00   2010:333:00:29:01    7.55740714320e+08    3.59484675720e+08
2010:333:00:29:01   2010:335:15:59:01    8.30870303100e+08    2.18561172060e+08
2010:335:15:59:01   2010:338:07:24:01    3.04438358070e+08    1.16496527730e+08
2010:338:07:24:01   2010:340:22:54:00    4.74170182320e+08    2.00616430920e+08
2010:340:22:54:00   2010:343:14:24:00    5.81795093700e+08    2.46868287300e+08
2010:343:14:24:00   2010:346:05:49:00    3.10770847470e+08    1.07544628890e+08
2010:346:05:49:00   2010:348:21:19:01    8.72078913600e+08    2.38189822800e+08
2010:348:21:19:01   2010:351:12:49:00    1.40306957040e+09    5.67965114700e+08
2010:351:12:49:00   2010:354:04:14:01    8.05861505100e+08    2.89356652500e+08
2010:354:04:14:01   2010:356:19:44:00    1.34706714300e+09    3.67025785800e+08
2010:356:19:44:00   2010:359:11:09:00    5.30101318200e+08    2.83151347200e+08
2010:359:11:09:00   2010:362:02:39:00    7.24988746860e+08    3.67302529920e+08
2010:362:02:39:00   2010:364:18:04:00    9.59031504600e+08    5.31479813100e+08
2010:364:18:04:00   2011:003:02:49:00    6.01112299800e+08    4.35503592900e+08
2011:003:02:49:00   2011:005:01:04:00    3.36128376900e+08    3.08445013800e+08
2011:005:01:04:00   2011:007:16:34:01    9.49606750500e+08    7.28619823140e+08
2011:007:16:34:01   2011:010:07:59:01    1.38511516560e+09    9.09926061600e+08
2011:010:07:59:01   2011:012:23:29:00    1.28377635960e+09    5.34358909500e+08
2011:012:23:29:00   2011:015:14:54:01    8.73480873900e+08    5.75539827000e+08
2011:015:14:54:01   2011:018:06:24:00    5.76101048700e+08    3.51503164800e+08
2011:018:06:24:00   2011:020:21:54:01    1.00881780870e+09    5.67113679600e+08
2011:020:21:54:01   2011:023:13:19:00    4.89178719300e+08    3.27656016000e+08
2011:023:13:19:00   2011:026:04:44:00    5.76592857600e+08    1.98154023900e+08
2011:026:04:44:00   2011:028:20:14:01    4.93613756700e+08    2.53480778400e+08
2011:028:20:14:01   2011:031:11:44:00    3.44576169900e+08    2.28167956800e+08
2011:031:11:44:00   2011:034:03:14:01    8.11712205600e+08    6.02578470300e+08
2011:034:03:14:01   2011:036:18:44:01    1.78640888781e+09    1.34517706731e+09
2011:036:18:44:01   2011:039:10:09:00    9.76673846400e+08    5.60982026400e+08
2011:039:10:09:00   2011:042:01:39:00    6.21565737300e+08    3.15277528800e+08
2011:042:01:39:00   2011:044:17:04:01    5.51798465100e+08    9.58776840600e+07
2011:044:17:04:01   2011:047:08:34:00    7.18930215600e+08    5.51709240600e+08
2011:047:08:34:00   2011:049:23:59:00    1.75246800810e+09    1.17583528878e+09
2011:049:23:59:00   2011:052:15:29:00    1.32641313660e+09    5.22048017400e+08
:   2011:055:06:54:00    3.68384236800e+08    2.66722175100e+08
:   2011:057:22:24:00    3.20836670700e+08    2.05075956600e+08
:   2011:060:13:54:00    7.38677429100e+08    1.81594315500e+08
:   2011:063:05:24:00    3.50094001800e+08    3.35401716000e+07
:   2011:065:20:49:00    2.61257053800e+08    1.66434036000e+07
:   2011:068:12:19:04    3.82864007400e+08    1.59607092000e+08
2011:068:12:19:04   2011:071:03:44:00    4.26865078380e+09    2.62178523000e+09
2011:071:03:44:00   2011:073:19:09:00    1.40560090200e+09    3.95951804400e+08
2011:073:19:09:00   2011:076:10:39:01    6.06183538884e+08    2.88826422444e+08
2011:076:10:39:01   2011:079:02:04:00    1.45887167294e+09    1.03728584384e+09
2011:079:02:04:00   2011:081:17:34:01    1.57657927590e+09    9.58018301340e+08
2011:081:17:34:01   2011:084:08:59:00    2.20586934270e+09    1.73435756550e+09
2011:084:08:59:00   2011:087:00:29:01    3.28023546960e+09    6.00445050840e+08
2011:087:00:29:01   2011:089:15:59:00    3.38846840880e+09    2.45822918640e+09
2011:089:15:59:00   2011:092:07:24:01    2.81419696470e+09    0.00000000000e+00
2011:092:07:24:01   2011:094:22:54:00    2.56730098500e+09    5.32207101000e+08
2011:094:22:54:00   2011:097:14:19:00    2.52355854840e+09    1.71299127240e+09
2011:097:14:19:00   2011:100:05:49:01    1.91786524380e+09    1.09036105590e+09
2011:100:05:49:01   2011:102:21:14:00    2.53859062890e+09    1.56251050890e+09
2011:102:21:14:00   2011:105:12:39:01    2.13423579570e+09    1.04931514770e+09
2011:105:12:39:01   2011:108:04:09:00    1.98777753150e+09    2.64366097920e+08
2011:108:04:09:00   2011:110:19:34:00    2.40432514650e+09    9.24366977400e+08
2011:110:19:34:00   2011:113:11:04:00    2.73512223600e+09    1.14794335092e+09
2011:113:11:04:00   2011:116:02:34:00    2.62882281810e+09    8.56275980940e+08
2011:116:02:34:00   2011:118:17:59:01    2.24726581650e+09    2.45960477880e+08
2011:118:17:59:01   2011:121:09:29:01    2.50095637950e+09    5.12036075400e+08
2011:121:09:29:01   2011:124:00:54:01    2.21599398060e+09    1.02867926880e+09
2011:124:00:54:01   2011:126:16:24:00    2.11970182200e+09    2.79647966700e+08
2011:126:16:24:00   2011:129:07:49:00    1.95148730670e+09    3.07383138000e+08
2011:129:07:49:00   2011:131:23:19:00    2.18276111280e+09    7.53444009900e+08
2011:131:23:19:00   2011:134:14:44:01    2.44988247090e+09    9.37464786900e+08
2011:134:14:44:01   2011:137:06:09:00    2.22483330390e+09    9.89016366900e+08
2011:137:06:09:00   2011:139:21:39:01    6.26318893230e+09    3.81728397750e+09
2011:139:21:39:01   2011:142:13:09:01    2.61319461330e+09    8.34810873600e+08
2011:142:13:09:01   2011:145:04:39:00    2.12300167320e+09    9.69074346900e+08
2011:145:04:39:00   2011:147:20:09:01    2.31968177670e+09    8.71809248700e+08
2011:147:20:09:01   2011:150:11:34:01    3.28057516230e+09    1.39285080960e+09
2011:150:11:34:01   2011:153:02:59:00    3.20200874640e+09    1.29059532510e+09
2011:153:02:59:00   2011:155:18:29:00    4.03237139040e+09    1.85873059140e+09
2011:155:18:29:00   2011:158:09:59:00    3.46978202490e+09    1.40088114540e+09
2011:158:09:59:00   2011:161:01:24:00    4.86477470100e+09    1.88741256000e+09
2011:161:01:24:00   2011:163:16:49:00    4.16720985750e+09    1.50630243825e+09
2011:163:16:49:00   2011:166:08:19:00    3.61899924270e+09    1.67922944070e+09
2011:166:08:19:00   2011:168:23:49:00    5.42699408100e+09    2.95603653900e+09
2011:168:23:49:00   2011:171:15:19:01    5.78087017110e+09    7.69896219000e+08
2011:171:15:19:01   2011:174:06:49:00    3.86043338700e+09    1.43300834400e+09
2011:174:06:49:00   2011:176:22:19:01    3.64077950400e+09    1.23259758900e+09
2011:176:22:19:01   2011:179:13:44:00    3.04929604320e+09    7.88578153200e+08
2011:179:13:44:00   2011:182:05:14:00    3.47365925400e+09    8.39610184500e+08
2011:182:05:14:00   2011:184:20:44:00    3.72089099400e+09    1.40261690400e+09
2011:184:20:44:00   2011:187:12:09:04    3.49678739100e+09    4.77367329300e+08
2011:187:12:09:04   2011:190:03:39:00    3.42358922385e+09    1.46958482971e+08
2011:190:03:39:00   2011:192:19:04:01    3.30879437790e+09    0.00000000000e+00
2011:192:19:04:01   2011:195:10:34:01    2.97420568860e+09    9.25138758600e+08
2011:195:10:34:01   2011:198:02:04:00    2.92473673650e+09    1.03632084150e+09
2011:198:02:04:00   2011:200:17:34:01    2.75538335910e+09    8.39253809100e+08
2011:200:17:34:01   2011:203:09:04:01    2.46121147860e+09    6.70840533600e+08
2011:203:09:04:01   2011:206:00:34:00    2.46594798570e+09    7.99720812900e+08
2011:206:00:34:00   2011:208:15:59:00    2.56016617800e+09    7.49679470400e+08
2011:208:15:59:00   2011:211:07:29:00    2.01476860650e+09    2.73695679300e+08
2011:211:07:29:00   2011:213:22:54:01    2.21446669680e+09    8.51293243200e+08
2011:213:22:54:01   2011:216:14:24:00    2.22258890070e+09    3.70767710340e+08
2011:216:14:24:00   2011:219:05:49:00    6.32065354401e+09    1.15366778610e+08
2011:219:05:49:00   2011:221:21:19:00    2.51662296960e+09    3.78957337920e+08
2011:221:21:19:00   2011:224:12:49:01    1.83328413390e+09    6.01621719900e+08
2011:224:12:49:01   2011:227:04:19:00    2.19174458670e+09    5.33176646700e+08
2011:227:04:19:00   2011:229:19:49:00    1.93243042800e+09    6.98306598000e+08
2011:229:19:49:00   2011:232:11:19:00    1.56063170790e+09    4.15378563900e+08
2011:232:11:19:00   2011:235:02:44:00    1.93312432086e+09    3.21751090860e+08
2011:235:02:44:00   2011:237:18:14:00    1.95951533307e+09    6.72081731070e+08
2011:237:18:14:00   2011:240:09:39:00    1.51075201941e+09    1.51328782002e+08
2011:240:09:39:00   2011:243:01:09:00    1.96113393672e+09    9.90826633440e+07
2011:243:01:09:00   2011:245:16:34:00    1.89981504357e+09    8.13137760570e+08
2011:245:16:34:00   2011:248:08:04:00    1.61707848012e+09    2.05143303120e+08
2011:248:08:04:00   2011:250:23:34:01    1.96061693340e+09    4.77908951400e+08
2011:250:23:34:01   2011:253:15:04:00    2.29123304466e+09    1.09590376866e+09
2011:253:15:04:00   2011:256:06:29:00    1.72525033188e+09    2.58378353880e+08
2011:256:06:29:00   2011:258:21:59:00    1.94283909537e+09    4.55037002370e+08
2011:258:21:59:00   2011:261:13:24:00    2.12521527450e+09    5.73355201500e+08
2011:261:13:24:00   2011:264:04:49:00    1.72042425300e+09    1.08699070500e+08
2011:264:04:49:00   2011:266:20:19:00    1.67889673020e+09    2.19982337520e+08
2011:266:20:19:00   2011:269:11:44:00    3.06682717080e+09    1.33681775580e+09
2011:269:11:44:00   2011:272:03:14:00    4.23966087810e+09    8.12814366420e+08
2011:272:03:14:00   2011:274:18:39:00    1.86455079360e+09    8.84780096400e+07
2011:274:18:39:00   2011:277:10:09:00    1.94898438270e+09    4.72212584100e+08
2011:277:10:09:00   2011:280:01:39:00    2.37330394830e+09    6.44350557900e+08
2011:280:01:39:00   2011:282:17:04:00    2.56942707852e+09    6.14443753680e+08
2011:282:17:04:00   2011:285:08:34:00    2.37181163460e+09    1.16491600560e+09
2011:285:08:34:00   2011:287:23:59:00    2.46345508080e+09    1.25893377060e+09
2011:287:23:59:00   2011:290:15:24:00    2.49043566780e+09    1.09546272810e+09
2011:290:15:24:00   2011:293:06:54:00    2.18971592190e+09    8.43497304600e+08
2011:293:06:54:00   2011:295:22:19:00    2.36226030720e+09    9.10010881800e+08
2011:295:22:19:00   2011:298:13:44:00    1.12754660165e+10    4.17639410280e+09
2011:298:13:44:00   2011:301:05:14:01    2.32871417853e+09    4.18320885000e+08
2011:301:05:14:01   2011:303:20:44:00    2.23099326594e+09    1.41283171704e+09
2011:303:20:44:00   2011:306:12:09:00    1.95902523780e+09    7.97644910400e+08
2011:306:12:09:00   2011:309:03:39:01    1.36949037369e+09    3.98128938078e+08
2011:309:03:39:01   2011:311:19:09:00    1.84002653139e+09    1.09348055139e+09
2011:311:19:09:00   2011:314:10:34:00    1.45146569652e+09    3.70383291300e+08
2011:314:10:34:00   2011:317:02:04:00    1.57015679850e+09    8.00541661500e+08
2011:317:02:04:00   2011:319:17:29:00    2.76885793470e+09    1.90660723470e+09
2011:319:17:29:00   2011:322:08:59:00    1.23001466100e+09    5.98574795400e+08
2011:322:08:59:00   2011:325:00:24:01    1.35731009100e+09    6.40140993000e+08
2011:325:00:24:01   2011:327:15:49:00    1.79038060800e+09    8.90673468000e+08
2011:327:15:49:00   2011:330:07:19:00    1.33259549880e+09    7.70481952800e+08
2011:330:07:19:00   2011:332:22:49:00    2.84692076100e+09    1.84862830800e+09
2011:332:22:49:00   2011:335:14:19:00    2.12751684300e+09    2.98902670800e+08
2011:335:14:19:00   2011:338:05:49:01    1.69795837047e+09    1.06763707200e+09
